45,ɛ,302
161,ɛ,201
303,ɛ,183
303,ɛ,304
305,ɛ,33
306,ɛ,307
306,ɛ,308
38,ɛ,309
310,ɛ,311
310,ɛ,281
312,ɛ,313
312,ɛ,314
315,ɛ,316
315,ɛ,317
318,ɛ,319
313,ɛ,202
313,ɛ,320
80,ɛ,321
322,ɛ,323
248,ɛ,235
254,c,324
232,ɛ,42
325,ɛ,326
325,ɛ,327
236,ɛ,222
91,ɛ,328
91,ɛ,329
76,t,100
330,ɛ,152
330,ɛ,54
154,J,331
156,j,219
332,R,58
333,ɛ,303
333,ɛ,65
334,ɛ,335
108,T,93
336,ɛ,224
337,7,338
339,ɛ,340
339,ɛ,169
139,ɛ,322
341,ɛ,213
342,ɛ,343
342,ɛ,344
324,ɛ,345
346,r,347
141,ɛ,348
349,ɛ,300
349,ɛ,350
351,ɛ,79
352,ɛ,312
352,ɛ,129
353,ɛ,268
105,ɛ,19
347,ɛ,258
231,ɛ,3
354,ɛ,355
354,ɛ,269
328,ɛ,356
328,ɛ,239
357,ɛ,268
208,ɛ,206
358,ɛ,318
359,ɛ,187
56,ɛ,360
56,ɛ,361
362,R,363
16,ɛ,364
365,ɛ,309
153,ɛ,366
153,ɛ,21
367,ɛ,168
185,ɛ,368
158,ɛ,369
158,ɛ,136
24,ɛ,162
61,ɛ,370
371,F,372
206,ɛ,341
295,ɛ,94
92,l,373
374,b,375
376,9,88
260,ɛ,377
260,ɛ,378
379,ɛ,380
379,ɛ,381
373,ɛ,167
382,y,51
96,ɛ,31
327,a,383
384,ɛ,385
384,ɛ,275
386,ɛ,339
386,ɛ,387
388,ɛ,174
388,ɛ,332
389,B,390
391,ɛ,105
392,ɛ,166
393,ɛ,394
393,ɛ,395
396,H,397
264,ɛ,398
264,ɛ,376
370,ɛ,318
111,O,399
400,ɛ,48
401,ɛ,352
401,ɛ,402
403,M,404
405,z,406
407,ɛ,172
137,ɛ,187
408,ɛ,225
203,ɛ,409
203,ɛ,81
385,ɛ,379
385,ɛ,410
411,ɛ,323
126,ɛ,33
412,ɛ,413
414,ɛ,80
415,w,416
417,ɛ,418
417,ɛ,419
416,ɛ,95
47,ɛ,322
369,ɛ,420
369,ɛ,362
147,ɛ,96
421,L,422
423,ɛ,424
423,ɛ,425
253,ɛ,325
253,ɛ,374
426,ɛ,251
294,ɛ,45
427,ɛ,112
427,ɛ,428
345,ɛ,145
63,ɛ,237
63,ɛ,429
301,ɛ,430
301,ɛ,431
201,ɛ,194
201,ɛ,193
432,F,284
433,n,434
211,ɛ,345
1,ɛ,32
435,ɛ,436
360,ɛ,437
360,ɛ,438
50,ɛ,413
380,ɛ,333
380,ɛ,433
221,s,73
204,ɛ,439
234,ɛ,228
440,ɛ,407
441,ɛ,146
442,ɛ,186
297,ɛ,67
78,ɛ,72
443,1,104
287,ɛ,444
445,O,442
197,ɛ,446
447,ɛ,306
447,ɛ,448
449,ɛ,285
321,ɛ,368
450,ɛ,23
98,ɛ,423
98,ɛ,337
165,ɛ,451
452,ɛ,357
453,ɛ,454
453,ɛ,421
409,ɛ,455
409,ɛ,456
375,ɛ,211
457,ɛ,55
457,ɛ,216
458,g,459
86,ɛ,457
86,ɛ,230
383,ɛ,132
434,ɛ,460
348,ɛ,59
461,ɛ,12
461,ɛ,382
220,ɛ,342
220,ɛ,298
462,ɛ,330
462,ɛ,463
182,ɛ,464
182,ɛ,261
459,ɛ,103
451,ɛ,449
13,ɛ,465
13,ɛ,415
316,ɛ,259
316,ɛ,466
344,q,467
143,ɛ,468
143,ɛ,469
66,ɛ,195
394,ɛ,142
394,ɛ,371
470,h,450
263,ɛ,461
263,ɛ,0
193,ɛ,471
193,ɛ,472
317,h,125
72,ɛ,218
107,ɛ,388
107,ɛ,115
94,ɛ,351
215,ɛ,290
335,ɛ,67
277,ɛ,364
473,d,71
474,ɛ,283
475,ɛ,233
475,ɛ,389
406,ɛ,171
225,ɛ,271
363,ɛ,359
455,ɛ,476
455,ɛ,443
302,ɛ,50
477,ɛ,204
282,ɛ,102
387,w,334
350,u,353
478,ɛ,479
478,ɛ,480
89,ɛ,278
481,M,482
20,ɛ,370
32,ɛ,192
483,e,484
424,ɛ,485
424,ɛ,486
265,=,487
484,ɛ,218
428,J,336
488,N,435
489,ɛ,348
168,ɛ,235
395,G,490
410,p,491
404,ɛ,249
492,ɛ,321
368,ɛ,2
326,ɛ,493
326,ɛ,494
267,m,367
40,ɛ,495
496,K,408
240,ɛ,34
439,ɛ,335
285,ɛ,444
256,ɛ,190
497,ɛ,160
3,ɛ,77
118,ɛ,222
200,ɛ,498
48,ɛ,167
390,ɛ,228
469,D,440
378,e,441
30,ɛ,499
397,ɛ,84
490,ɛ,83
402,8,497
209,ɛ,157
209,ɛ,29
238,ɛ,28
431,s,500
159,T,501
340,ɛ,74
340,ɛ,502
503,ɛ,447
503,ɛ,504
309,ɛ,256
195,ɛ,460
467,ɛ,223
53,ɛ,277
258,ɛ,452
343,ɛ,417
343,ɛ,117
505,i,305
246,ɛ,232
479,ɛ,462
479,ɛ,403
413,ɛ,249
323,ɛ,131
307,0,37
506,ɛ,200
429,2,507
26,ɛ,27
494,Z,508
509,v,199
377,ɛ,252
377,ɛ,226
510,8,212
464,ɛ,511
464,ɛ,6
120,ɛ,512
120,ɛ,470
513,ɛ,283
289,ɛ,229
229,ɛ,407
272,ɛ,436
7,ɛ,208
485,ɛ,503
485,ɛ,148
498,ɛ,446
472,ɛ,401
472,ɛ,35
502,u,477
514,c,515
398,ɛ,181
398,ɛ,510
515,ɛ,78
198,ɛ,160
501,ɛ,188
516,ɛ,517
516,ɛ,286
438,W,414
500,ɛ,452
508,ɛ,131
110,ɛ,518
110,ɛ,488
270,ɛ,449
355,ɛ,134
355,ɛ,164
329,k,400
244,U,519
356,ɛ,315
356,ɛ,505
493,ɛ,520
493,ɛ,521
217,ɛ,2
522,ɛ,319
466,g,41
113,ɛ,393
113,ɛ,396
299,ɛ,17
59,ɛ,295
227,ɛ,145
314,6,522
425,6,506
251,ɛ,224
399,ɛ,474
519,ɛ,351
523,ɛ,191
9,ɛ,26
499,ɛ,44
504,3,255
524,ɛ,525
524,ɛ,473
491,ɛ,290
188,ɛ,499
520,ɛ,122
520,ɛ,46
444,ɛ,294
279,ɛ,97
279,ɛ,39
223,ɛ,17
276,ɛ,257
381,o,214
186,ɛ,141
456,2,133
364,ɛ,451
526,ɛ,236
527,H,293
448,2,365
149,ɛ,190
418,ɛ,266
418,ɛ,247
528,ɛ,109
528,ɛ,529
460,ɛ,215
517,ɛ,354
517,ɛ,432
436,ɛ,474
178,ɛ,359
530,ɛ,38
331,ɛ,302
184,k,273
521,Y,411
471,ɛ,291
471,ɛ,405
241,ɛ,478
241,ɛ,445
151,ɛ,357
18,ɛ,101
531,4,532
495,ɛ,280
495,ɛ,279
532,ɛ,207
518,ɛ,453
518,ɛ,481
320,5,358
468,ɛ,475
468,ɛ,288
5,ɛ,68
372,ɛ,173
476,0,391
437,ɛ,243
437,ɛ,533
170,ɛ,439
366,ɛ,516
366,ɛ,527
180,ɛ,341
292,ɛ,386
292,ɛ,296
422,ɛ,271
173,ɛ,83
430,ɛ,384
430,ɛ,346
144,ɛ,77
420,ɛ,528
420,ɛ,534
525,ɛ,85
525,ɛ,514
446,ɛ,495
507,ɛ,27
114,I,426
463,L,412
242,P,140
486,5,523
338,ɛ,498
480,N,10
529,P,513
304,l,392
533,V,250
361,X,492
511,ɛ,62
511,ɛ,531
308,1,530
28,ɛ,207
482,ɛ,272
176,Q,489
44,ɛ,139
419,o,526
465,ɛ,349
465,ɛ,509
311,ɛ,524
311,ɛ,483
534,Q,177
135,ɛ,69
135,ɛ,52
319,ɛ,198
454,ɛ,427
454,ɛ,496
512,ɛ,310
512,ɛ,458
36,ɛ,161
